OBJECTID_1,ZCTA5CE10,FIRST_STAT,FIRST_GEOI,FIRST_CLAS,FIRST_MTFC,FIRST_FUNC,ZCTA5N,STATE,AREALAND,AREAWATR,POP100,HU100,NHW,NHB,NHAI,NHA,NHNH,NHO,NHT,HISP,PNHW,PNHB,PNHAI,PNHA,PNHNH,PNHO,PNHT,PHISP,POP65_,PCTPOP65_,MEDAGE,VACNS,PVACNS,PHOWN,PWOMORT,PRENT,PLT18SP,REPORT_2_P,REPORT_9_P,Shape_Length,Shape_Area
231,21161,24,2421161,B5,G6350,S,21161,24,125375715,457585,5490,2074,5237,59,3,33,0,2,58,98,95.4,1.1,0.1,0.6,0,0,1.1,1.8,804,14.6,45.1,69,3.3,63.6,28.3,11.3,14.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21161.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21161.pdf,93181.3683358349,212540389.87379
232,21162,24,2421162,B5,G6350,S,21162,24,19321366,2766755,3655,1392,3074,221,13,215,1,1,48,82,84.1,6,0.4,5.9,0,0,1.3,2.2,559,15.3,41.6,69,5,62.4,29.1,11.9,17.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21162.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21162.pdf,60777.6965495929,32826649.8889697
233,21163,24,2421163,B5,G6350,S,21163,24,32691039,481716,7026,2542,3990,1429,8,1273,2,7,144,173,56.8,20.3,0.1,18.1,0,0.1,2,2.5,1027,14.6,42.4,64,2.5,70.4,20.6,11.4,12.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21163.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21163.pdf,52981.620940543,55532853.7528227
234,21201,24,2421201,B5,G6350,S,21201,24,3340677,0,16972,11255,5482,8896,51,1519,8,31,414,571,32.3,52.4,0.3,9,0,0.2,2.4,3.4,1842,10.9,30.3,1413,12.6,7.8,16.3,90.6,81.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21201.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21201.pdf,18405.5579137269,5585342.85240502
235,21202,24,2421202,B5,G6350,S,21202,24,4111039,331316,22832,10372,6049,14845,48,815,6,59,344,666,26.5,65,0.2,3.6,0,0.3,1.5,2.9,1532,6.7,32.3,1972,19,17.9,21.7,77.2,80.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21202.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21202.pdf,24347.3994930879,6881129.64143329
236,21204,24,2421204,B5,G6350,S,21204,24,15615168,179910,20253,8274,16401,1941,31,843,6,34,294,703,81,9.6,0.2,4.2,0,0.2,1.5,3.5,3874,19.1,34.5,654,7.9,33.4,32.6,50.4,17.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21204.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21204.pdf,33856.4930144448,26204706.1430332
237,21205,24,2421205,B5,G6350,S,21205,24,5304530,0,16146,7059,2933,11259,64,245,5,15,231,1394,18.2,69.7,0.4,1.5,0,0.1,1.4,8.6,1627,10.1,30.6,1436,20.3,23,43.8,59,78.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21205.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21205.pdf,26747.7263158215,8870647.88265872
238,21206,24,2421206,B5,G6350,S,21206,24,18667230,3869,50846,21762,13133,34557,167,784,13,84,1041,1067,25.8,68,0.3,1.5,0,0.2,2,2.1,4882,9.6,35.4,1963,9,49.5,18.3,39.4,56.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21206.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21206.pdf,32883.3367520995,31249443.1541032
239,21207,24,2421207,B5,G6350,S,21207,24,26710727,81229,48133,20272,4683,40270,118,550,8,97,791,1616,9.7,83.7,0.2,1.1,0,0.2,1.6,3.4,6616,13.7,38.7,1494,7.4,48,19.6,40.2,56.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21207.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21207.pdf,44426.1140524455,44831390.4944549
240,21208,24,2421208,B5,G6350,S,21208,24,31925959,65741,33917,15621,18227,13209,55,812,14,81,502,1017,53.7,38.9,0.2,2.4,0,0.2,1.5,3,8080,23.8,46.7,895,5.7,46.9,30.2,32.8,32,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21208.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21208.pdf,61252.6298977959,53624355.4218139
241,21209,24,2421209,B5,G6350,S,21209,24,18354471,101926,26465,12054,19694,3547,29,2056,9,53,428,649,74.4,13.4,0.1,7.8,0,0.2,1.6,2.5,4157,15.7,37.7,547,4.5,41.8,29.8,40.5,17.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21209.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21209.pdf,39985.3678860259,30803892.8856379
242,21210,24,2421210,B5,G6350,S,21210,24,8579050,5635,14292,5949,11158,909,14,1447,2,15,290,457,78.1,6.4,0.1,10.1,0,0.1,2,3.2,1986,13.9,31.6,395,6.6,38.9,32.2,42.7,14.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21210.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21210.pdf,27928.3299054108,14378653.0909991
243,21211,24,2421211,B5,G6350,S,21211,24,7219042,25184,17351,9287,13144,2299,54,838,2,31,377,606,75.8,13.2,0.3,4.8,0,0.2,2.2,3.5,2836,16.3,36.9,967,10.4,41.4,23.2,46.1,46.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21211.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21211.pdf,22567.1120873522,12104451.7135581
244,21212,24,2421212,B5,G6350,S,21212,24,12042941,97316,32322,14380,16979,12620,64,1037,5,58,569,990,52.5,39,0.2,3.2,0,0.2,1.8,3.1,4166,12.9,38.6,1466,10.2,53.4,22.7,30.9,36,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21212.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21212.pdf,28163.2007000726,20191662.7478766
245,21213,24,2421213,B5,G6350,S,21213,24,8833257,1899,32733,14968,1954,29824,77,131,2,20,364,361,6,91.1,0.2,0.4,0,0.1,1.1,1.1,3562,10.9,35.6,3147,21,41.8,26,43.5,77.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21213.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21213.pdf,20272.1131578263,14776993.3730377
246,21214,24,2421214,B5,G6350,S,21214,24,7394837,0,20564,8981,8276,10950,51,252,7,40,468,520,40.2,53.2,0.2,1.2,0,0.2,2.3,2.5,2213,10.8,39,791,8.8,59.8,19.1,26.1,48.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21214.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21214.pdf,19184.6565982337,12383563.7480611
247,21215,24,2421215,B5,G6350,S,21215,24,17645223,10946,60161,26995,8610,48796,134,387,33,102,725,1374,14.3,81.1,0.2,0.6,0.1,0.2,1.2,2.3,10092,16.8,39.8,3679,13.6,35.7,28.9,49.7,60.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21215.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21215.pdf,32658.487619913,29562193.2898251
248,21216,24,2421216,B5,G6350,S,21216,24,8634688,145342,32071,14934,386,30809,57,55,6,25,392,341,1.2,96.1,0.2,0.2,0,0.1,1.2,1.1,4330,13.5,37.4,3029,20.3,34.5,31.1,49.9,76.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21216.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21216.pdf,21790.4838270384,14686212.46226
249,21217,24,2421217,B5,G6350,S,21217,24,5999196,191954,37111,21096,3487,32069,76,367,6,50,555,501,9.4,86.4,0.2,1,0,0.1,1.5,1.4,4127,11.1,34.3,5854,27.7,21.7,27.7,70,81.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21217.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21217.pdf,23088.419503147,10033890.8126328
250,21218,24,2421218,B5,G6350,S,21218,24,10836080,316361,49796,23730,12737,31565,131,2837,19,89,974,1444,25.6,63.4,0.3,5.7,0,0.2,2,2.9,5660,11.4,32.8,3784,15.9,33,28,54.2,64.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21218.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21218.pdf,31387.5695192988,18292785.6610804
251,21219,24,2421219,B5,G6350,S,21219,24,21258354,10767333,9379,3816,8623,390,38,95,0,4,104,125,91.9,4.2,0.4,1,0,0,1.1,1.3,1595,17,44.6,221,5.8,54.8,32.7,18.6,26.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21219.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21219.pdf,86440.8131895191,36008176.4450264
252,21220,24,2421220,B5,G6350,S,21220,24,55824029,16798384,39199,16245,27773,7400,169,946,11,45,908,1947,70.9,18.9,0.4,2.4,0,0.1,2.3,5,4810,12.3,37,884,5.4,48,26.5,34.6,44.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21220.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21220.pdf,154065.690718582,94004123.0359908
253,21221,24,2421221,B5,G6350,S,21221,24,38242330,16294079,42154,17966,27679,10395,166,761,10,85,989,2069,65.7,24.7,0.4,1.8,0,0.2,2.3,4.9,5749,13.6,38.1,1134,6.3,41.6,27.4,42.7,48,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21221.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21221.pdf,131071.378330913,64017006.1729221
254,21222,24,2421222,B5,G6350,S,21222,24,28389988,5688538,55786,23231,44049,6297,457,912,11,45,1490,2525,79,11.3,0.8,1.6,0,0.1,2.7,4.5,8242,14.8,39.1,1496,6.4,45.4,32,33.3,46.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21222.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21222.pdf,95069.0123957626,47684543.4214308
255,21223,24,2421223,B5,G6350,S,21223,24,6817146,48381,26366,14343,4849,19712,117,332,4,35,501,816,18.4,74.8,0.4,1.3,0,0.1,1.9,3.1,2760,10.5,34.8,4751,33.1,22.5,37.2,64.1,75.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21223.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21223.pdf,19010.6077440405,11475180.2869627
256,21224,24,2421224,B5,G6350,S,21224,24,24539976,8880483,49134,23112,29120,8434,382,1092,27,75,895,9109,59.3,17.2,0.8,2.2,0.1,0.2,1.8,18.5,5194,10.6,32.5,3193,13.8,42.9,25.8,42.2,52.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21224.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21224.pdf,70522.5023275754,41145403.9588204
257,21225,24,2421225,B5,G6350,S,21225,24,16741531,641895,33545,13715,15288,14399,117,581,8,47,900,2205,45.6,42.9,0.3,1.7,0,0.1,2.7,6.6,3379,10.1,32,1441,10.5,35.4,28,50.9,64.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21225.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21225.pdf,36414.7810733906,28210270.9476968
258,21226,24,2421226,B5,G6350,S,21226,24,25718732,17453901,7561,3347,5667,1088,36,141,1,4,253,371,75,14.4,0.5,1.9,0,0.1,3.3,4.9,639,8.5,34.7,408,12.2,50.9,16.7,38.9,46.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21226.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21226.pdf,102163.801095101,43508835.8078989
259,21227,24,2421227,B5,G6350,S,21227,24,29853685,570967,33534,13611,24303,5032,68,1207,25,43,746,2110,72.5,15,0.2,3.6,0.1,0.1,2.2,6.3,4300,12.8,35,814,6,48.2,24.7,36,45.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21227.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21227.pdf,50852.0375892883,50435771.1674837
260,21228,24,2421228,B5,G6350,S,21228,24,40143654,107562,47577,19985,30774,10146,104,3568,20,104,1008,1853,64.7,21.3,0.2,7.5,0,0.2,2.1,3.9,9045,19,43.4,827,4.1,52.8,26,28.7,24.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21228.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21228.pdf,55429.7317577172,67254556.6430212
261,21229,24,2421229,B5,G6350,S,21229,24,15227940,9418,45213,19681,8059,34089,121,1249,22,62,720,891,17.8,75.4,0.3,2.8,0,0.1,1.6,2,5773,12.8,37.2,1844,9.4,44.5,22.5,42.6,63.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21229.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21229.pdf,30192.9637910915,25468645.8219094
262,21230,24,2421230,B5,G6350,S,21230,24,16325575,5336342,33568,17478,21122,8821,87,1045,12,59,614,1808,62.9,26.3,0.3,3.1,0,0.2,1.8,5.4,3018,9,31.8,2457,14.1,44.5,19.4,44.8,55.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21230.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21230.pdf,66403.7945222858,27346230.9941864
263,21231,24,2421231,B5,G6350,S,21231,24,2259604,384090,15748,9108,7821,5126,90,595,10,14,271,1821,49.7,32.6,0.6,3.8,0.1,0.1,1.7,11.6,1293,8.2,32.1,1395,15.3,28,21.1,64.6,67,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21231.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21231.pdf,12893.5631813517,3777205.46964353
264,21234,24,2421234,B5,G6350,S,21234,24,33648163,11024,69752,31527,45694,17218,138,2969,23,101,1246,2363,65.5,24.7,0.2,4.3,0,0.1,1.8,3.4,12223,17.5,40.1,1500,4.8,44.6,27.2,38.7,41.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21234.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21234.pdf,47631.3221000497,56433209.7271325
265,21236,24,2421236,B5,G6350,S,21236,24,22187907,27168,38474,16332,28520,4790,77,3107,4,69,732,1175,74.1,12.4,0.2,8.1,0,0.2,1.9,3.1,4785,12.4,37.9,563,3.4,53.5,23.7,29.9,32.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21236.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21236.pdf,65171.015400867,37240501.1567236
266,21237,24,2421237,B5,G6350,S,21237,24,29708940,665797,30059,12461,17084,8049,113,2233,8,68,597,1907,56.8,26.8,0.4,7.4,0,0.2,2,6.3,3946,13.1,37.2,680,5.5,48.9,24.5,35.3,35.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21237.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21237.pdf,63883.5469752179,49819601.7598017
267,21239,24,2421239,B5,G6350,S,21239,24,8375263,2110,28793,12505,4298,22820,46,600,11,38,440,540,14.9,79.3,0.2,2.1,0,0.1,1.5,1.9,3644,12.7,36,740,5.9,45.6,20.2,42.9,59.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21239.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21239.pdf,22987.4056606489,14034782.722841
268,21240,24,2421240,B5,G6350,S,21240,24,12553482,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21240.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21240.pdf,19960.3192847375,20919365.2829185
269,21244,24,2421244,B5,G6350,S,21244,24,34747180,171979,34611,14378,3642,26477,73,1943,4,70,799,1603,10.5,76.5,0.2,5.6,0,0.2,2.3,4.6,2799,8.1,33.8,882,6.1,42.5,12.4,51.5,51.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21244.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21244.pdf,42300.4613208626,58445287.7493555
270,21250,24,2421250,B5,G6350,S,21250,24,634718,0,3205,1,1648,651,3,621,2,5,136,139,51.4,20.3,0.1,19.4,0.1,0.2,4.2,4.3,1,0,19.9,0,0,0,100,0,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21250.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21250.pdf,3708.35073113546,1060021.72931432
271,21251,24,2421251,B5,G6350,S,21251,24,461424,0,934,0,33,859,0,12,1,0,25,4,3.5,92,0,1.3,0.1,0,2.7,0.4,0,0,19.6,0,0,0,0,0,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21251.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21251.pdf,8426.26167589545,772613.249587659
272,21252,24,2421252,B5,G6350,S,21252,24,372524,0,2872,0,2127,451,5,106,1,10,74,98,74.1,15.7,0.2,3.7,0,0.3,2.6,3.4,0,0,19.3,0,0,0,0,0,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21252.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21252.pdf,3335.9967541218,624580.848261479
273,21286,24,2421286,B5,G6350,S,21286,24,22060767,1043628,19206,8594,15302,1783,20,1074,7,45,392,583,79.7,9.3,0.1,5.6,0,0.2,2,3,3908,20.3,40.7,389,4.5,42.6,33.1,36.3,20.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21286.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21286.pdf,42137.8700013372,37014648.9008048
274,21401,24,2421401,B5,G6350,S,21401,24,51116387,5914452,36012,17412,24420,6788,58,804,12,55,561,3314,67.8,18.8,0.2,2.2,0,0.2,1.6,9.2,6986,19.4,42.1,1348,7.7,45.4,27.1,37.7,35.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21401.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21401.pdf,105417.167200105,84968909.2890747
275,21402,24,2421402,B5,G6350,S,21402,24,5017093,2687880,5217,344,3758,318,18,204,12,7,282,618,72,6.1,0.3,3.9,0.2,0.1,5.4,11.8,11,0.2,20.9,125,36.3,3.7,38.5,94,10.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21402.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21402.pdf,31057.7986428257,8318591.88973671
276,21403,24,2421403,B5,G6350,S,21403,24,23530922,12274727,30269,14329,19890,5037,46,610,7,64,519,4096,65.7,16.6,0.2,2,0,0.2,1.7,13.5,4613,15.2,40.5,747,5.2,49.4,19.9,38.3,35.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21403.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21403.pdf,83597.0696604939,39790095.331313
277,21405,24,2421405,B5,G6350,S,21405,24,2566889,1950935,544,340,527,0,0,6,0,0,0,11,96.9,0,0,1.1,0,0,0,2,127,23.3,49.5,4,1.2,58.6,37.7,5.9,15.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21405.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21405.pdf,19379.9216942038,4259418.49525889
278,21409,24,2421409,B5,G6350,S,21409,24,36247301,11631106,20064,7718,16869,1464,33,344,5,36,344,969,84.1,7.3,0.2,1.7,0,0.2,1.7,4.8,2485,12.4,40.8,281,3.6,70,17.3,15.4,20.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21409.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21409.pdf,114023.511747866,60248167.5619188
279,21502,24,2421502,B5,G6350,S,21502,24,232035115,4155097,44400,19499,37653,4735,63,351,18,46,781,753,84.8,10.7,0.1,0.8,0,0.1,1.8,1.7,7826,17.6,41.6,2173,11.1,40.1,40.7,32.3,38.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21502.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21502.pdf,179816.243459136,397476629.382921
280,21520,24,2421520,B5,G6350,S,21520,24,158522417,0,2074,1054,2003,30,4,4,0,0,25,8,96.6,1.4,0.2,0.2,0,0,1.2,0.4,305,14.7,40.5,87,8.3,43.7,42.6,23.9,19.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21520.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21520.pdf,127834.997131236,267541586.95708
281,21521,24,2421521,B5,G6350,S,21521,24,60100158,55227,1265,605,1242,1,1,3,0,0,11,7,98.2,0.1,0.1,0.2,0,0,0.9,0.6,279,22.1,45.6,56,9.3,40.1,48.9,21.4,27.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21521.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21521.pdf,72372.4400332665,101296423.951919
282,21522,24,2421522,B5,G6350,S,21522,24,6684501,0,141,53,141,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,14,9.9,40.6,1,1.9,35.3,57.1,17.6,27.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21522.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21522.pdf,22677.7924954565,11276797.1436493
283,21523,24,2421523,B5,G6350,S,21523,24,1834884,63933,286,124,280,0,0,0,0,0,2,4,97.9,0,0,0,0,0,0.7,1.4,68,23.8,48.3,11,8.9,45,49,11.7,13.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21523.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21523.pdf,11487.2098469309,3191414.7827088
284,21524,24,2421524,B5,G6350,S,21524,24,8959348,0,626,275,616,0,0,2,0,0,6,2,98.4,0,0,0.3,0,0,1,0.3,125,20,46,11,4,40.2,51.8,16.5,26.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21524.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21524.pdf,19108.595584562,15156856.0542337
285,21529,24,2421529,B5,G6350,S,21529,24,9382408,85941,631,287,614,2,0,2,0,0,4,9,97.3,0.3,0,0.3,0,0,0.6,1.4,147,23.3,47.7,20,7,46.6,42.5,19.1,28.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21529.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21529.pdf,24620.8155847244,16017146.622889
286,21530,24,2421530,B5,G6350,S,21530,24,146146286,440000,1591,801,1529,21,4,3,0,0,18,16,96.1,1.3,0.3,0.2,0,0,1.1,1,297,18.7,44.3,52,6.5,45,46,16.6,29.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21530.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21530.pdf,96757.6235415291,247854901.2136
287,21531,24,2421531,B5,G6350,S,21531,24,160031728,2472012,2227,1278,2183,4,6,3,0,0,18,13,98,0.2,0.3,0.1,0,0,0.8,0.6,384,17.2,44.1,127,9.9,38.2,49.3,24.6,25.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21531.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21531.pdf,125556.370605137,270265338.264835
288,21532,24,2421532,B5,G6350,S,21532,24,201557315,491015,15620,6425,13803,1154,15,188,6,11,190,253,88.4,7.4,0.1,1.2,0,0.1,1.2,1.6,2375,15.2,30.5,495,7.7,36.1,42.5,37.2,29.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21532.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21532.pdf,159533.222072483,341305711.724081
